KEYCODE,TICKER,DATE,VALUE,YoY
Operating_CF,AAH,2023,149110624100.0,
Operating_CF,AAH,2024,91852989367.0,-0.3839943335935645
PBT,AAH,2023,15204110754.0,
PBT,AAH,2024,21063760993.0,0.38539907619775815
Retain_Earning,AAH,2023,225599547.0,
Retain_Earning,AAH,2024,12170102566.0,52.94559841913158
ST_Debt,AAH,2023,55482267367.0,
ST_Debt,AAH,2024,80550000000.0,0.4518152163318023
TOTAL_Equity,AAH,2023,1179225599547.0,
TOTAL_Equity,AAH,2024,1191170102566.0,0.010129107630964418
Tangible_Fixed_Asset,AAH,2023,574000649019.0,
Tangible_Fixed_Asset,AAH,2024,769765174540.0,0.34105279472344296
Tax,AAH,2023,-3562218132.0,
Tax,AAH,2024,-9119257974.0,1.559994260901707
Total_Asset,AAH,2023,1324072230987.0,
Total_Asset,AAH,2024,1455150771623.0,0.09899651814183152
Total_Liabilities,AAH,2023,144846631440.0,
Total_Liabilities,AAH,2024,263980669057.0,0.8224840055486484
Account_Payable,AAM,2016,4419549575.0,
Account_Payable,AAM,2017,2257166957.0,-0.4892766969357958
Account_Payable,AAM,2018,6186621487.0,1.740878988952876
Account_Payable,AAM,2019,6822457729.0,0.10277600518087104
Account_Payable,AAM,2020,3211416366.0,-0.5292874659597616
Account_Payable,AAM,2021,1573049595.0,-0.5101695277964464
Account_Payable,AAM,2022,1263430476.0,-0.19682730918601454
Account_Payable,AAM,2023,5888061728.0,3.6603765223722524
Account_Payable,AAM,2024,2401119321.0,-0.592205477469478
Account_Receivable,AAM,2016,68008187406.0,
Account_Receivable,AAM,2017,54680963617.0,-0.19596499035385573
Account_Receivable,AAM,2018,31109921341.0,-0.43106486639661
Account_Receivable,AAM,2019,19122527353.0,-0.38532382826059164
Account_Receivable,AAM,2020,17196382641.0,-0.10072647179128347
Account_Receivable,AAM,2021,7766546518.0,-0.548361613012563
Account_Receivable,AAM,2022,12335204474.0,0.5882483218778811
